id,predicted_price
2591820310,378980.6252098155
7974200820,829186.4432970494
7701450110,1134253.1973777656
9522300010,1930237.2364699964
9510861140,710698.8166440671
1761300310,246769.20201665652
7732410120,853346.48705881
7010701383,622150.2139331242
291310170,405964.15313847474
4232901990,535288.4066042494
6840701125,642589.2992325872
3971700580,394660.8924068488
4202400078,248866.46019305795
6064800090,322138.70201154094
2626119028,240703.95096865902
3303980660,1114182.864229963
862000020,803024.3393140686
2386000070,919352.4799456015
1138000450,376494.6845287089
1775800420,425711.6910466885
2291401425,437478.2900039482
2025770560,942263.504907329
3525069037,665555.6902444413
9324800450,579481.5784778693
8080400136,526219.3657608753
8651540040,508945.7547909976
9407001790,248669.37974628684
1773101530,190595.01476743005
9432900250,319927.53090760077
1794500695,552210.0910909385
2220069003,325395.1396883681
923000120,424538.4396833117
5728000060,535468.7317629792
16000200,226101.10959457324
1926059094,408237.84685648105
6672900220,968629.2128621559
3629860060,851599.4837439646
1822069109,423004.2350825146
6675500105,374439.27379887656
249000180,1846736.2246058309
226059065,497661.8763402613
396100110,246155.93345893055
9264450460,319331.31876930594
7853361210,389556.80209471594
9474700020,315385.69459150184
421000455,244183.29140384594
3755200220,430269.37162367953
7960100075,469907.3160241466
9477100490,410661.89568154677
9138100350,765791.2268739294
1624049275,507286.51772614714
2770606890,523207.8307572652
1157200189,478797.14660368644
2770601800,493518.06873844157
9301300805,518180.8022160276
2325069032,1189043.8237134442
1021079099,345298.8782489291
7215730040,705035.0524711995
1853200080,430073.3122162095
3224600340,691710.7804281702
3222049120,414242.3904237269
2113700025,299853.43305959203
7893207925,222955.80986281112
3586501085,586161.6551101257
8024200010,409001.9991586139
7116500705,173149.9885296258
1598600209,332987.9070354767
7204200025,676415.1581197331
4206901505,579418.6326070003
2937300440,931554.0058225914
7205000180,308003.76606301055
8718500665,380437.6857894865
5318101765,841782.6805293342
4122700020,999183.1823331912
8078700020,491960.2786152319
3303980680,907324.3761172316
8924100372,1177506.8275637657
2781270210,203876.1570534717
519000043,549978.4341826669
3225069301,1316312.7113839062
151000075,755381.9550571545
2297400020,441013.4272929801
6617500085,588461.184526947
104510180,235708.41025991578
3528900060,960706.4388778582
3345100286,498073.68657849997
1226039130,426516.9634107211
8712100720,724271.6359925878
3037200010,404448.56174419477
3626039268,480998.4493346027
104510230,233597.01940830008
5112800060,395828.5099692772
6072400280,608879.3472106844
5317100570,1139879.3691822572
9528102993,573963.2655329875
2919201095,496074.3354751563
6181400920,261640.15921519473
185000161,253086.9332843159
8691400010,740426.8504582037
3345700165,521440.5674254853
6151800486,237287.38300775885
4340000080,1251684.9347404514
4136960010,519089.7731853895
3634100030,299991.9677780698
1624059224,1010921.7187731793
2788400090,260330.0591092098
9828200762,451426.96358594205
7524400250,465018.72899728664
3528000290,714829.1976261768
5700003630,1929000.9775376115
2720069019,283481.78949558653
7227501170,238673.78456830344
2397101270,593728.9380531524
6792100090,746932.3920504102
2770602265,525864.2052879196
3971700937,298462.679831987
422049203,225537.12210673434
3076500830,317664.75446083484
1423400260,287200.8495623639
9161100795,453024.69340742606
3126049052,496771.13037520135
5100401468,433418.4942464226
514500235,456681.74673168483
1423200170,201532.043055296
1402100070,418549.65403350396
624110020,787016.9572996055
2407000145,215309.96387581996
1890000225,868393.0326332967
1320069271,301124.9787631445
5490700085,385241.44265552267
263000155,467604.7052604955
3726800201,416440.3605143181
5153200358,318925.3715401381
2725079018,740214.3720219363
7165700200,268972.6448986266
9429000170,573023.6024168485
8718500075,363273.038379971
1760650950,309938.1749617307
1068000559,1240984.3824713617
4113800500,615177.617622422
4077800507,504024.3287259063
2725069150,714734.7487056677
4008400035,723090.153206129
7016310270,421803.72970083344
1432701230,218210.32914845276
3278606050,343037.66319183505
2473350710,361517.27292186464
2185000685,167754.60438147138
7792000025,391185.0096607845
6868200029,504913.085522392
624069003,876354.8399712836
7431500280,916514.9910329004
3296000040,529825.7395259779
1118001215,1758812.497038651
6453900040,835989.6517190167
333100209,853004.1804373822
34001765,567245.5465888324
8946700100,377617.777447011
5561401210,592679.8938539944
6671900095,339879.64017080027
3275850020,710325.4489388874
3876300600,416002.2459766813
1450900020,257448.28620310742
8562780280,332138.6426238167
7663700973,326466.4716135109
2126049032,345151.8523283208
1823059159,203055.36412239197
3438503426,258117.4558601791
9297301495,511638.63887538976
7140700850,365843.6366605366
7942601805,843838.6391355218
2555900030,358517.278890983
2887970040,262855.16275687126
7419700010,702239.2254692883
2239000011,393533.1283513386
9283800050,339545.4975224591
9407001340,241549.46200048525
217500140,495654.78757631493
7212660520,243405.84279441086
3298201170,363449.83930859494
3057000400,281392.6418267925
6865200444,468527.5004149768
6071600340,537277.7005058095
6821600005,669046.8741436616
1235100371,947896.1805633275
7796450340,352873.0300555205
3603000410,158803.5572024875
9297300255,509575.3983015282
9126100850,588731.1182345926
2770601462,507033.2296088284
2599001500,220416.07515359312
1102000095,763721.4878829692
1853080640,916046.0408203588
9551201585,796583.1174116457
3438500796,315958.7293421024
7518504291,516395.1013532103
9269200340,426425.87679228187
715010130,1467192.40863046
1982201485,648028.9104258992
9526500080,392222.9939021936
9277200180,476082.0660840594
6669150280,297939.5279744711
8917100153,611250.4481977199
3760500516,1154805.415739332
2725069050,950757.2838973758
3332000091,361194.1392741526
8562770080,606942.6199346245
8151601190,285033.57915248856
8563040160,597926.8371610175
240000269,669788.3123905266
4307350200,324009.5157311463
1311910300,273025.96530086146
3574900030,512849.0636159705
7853230570,433250.35838498856
320069049,377437.704724134
9839301060,678885.3324681036
7011201333,606880.6058375617
